HMDB	Compound.Name	Pipe.ID	Tau.Method	Z.Transformation	HAKN.Adjustment	N.Datasets	N.Healthy.Datasets	N.Disease.Datasets	Overall.Predictability.rho	Overall.Lower.Predictability.rho	Overall.Upper.Predictability.rho	Overall.Pval.rho	Overall.Lower.pred.interval	Overall.Upper.pred.interval	Overall.Q	Overall.Pval.Q	Overall.I2	Overall.Lower.I2	Overall.Upper.I2	Healthy.rho	Healthy.rho.lower.ci	Healthy.rho.upper.ci	Healthy.Pval	Healthy.I2	Disease.rho	Disease.rho.lower.ci	Disease.rho.upper.ci	Disease.Pval	Disease.I2	Between.Subgroups.Q	Between.Subgroups.Pval	Overall.FDR.rho	Healthy.FDR	Disease.FDR	Between.Subgroups.FDR
HMDB0001276	N1-Acetylspermidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.41737029369259	0.332844118022737	0.495242944856332	0.000000000000000000902492717521747	0.154941391409684	0.734065304013126	20.504837324537	0.0150400456848696	0.56107918060729	0.109367355595445	0.783691416537771	0.417198440758976	0.288	0.531	0.00000000368327412423503	0.49	0.414378295247582	0.287	0.527	0.0000000028536753470661	0.67	0.00103943120514066	0.974280489095885	0.00000000000000000945468561213258	0.0000000368327412423503	0.0000000184649581280748	0.989421412154653
HMDB0001325	N6,N6,N6-Trimethyl-L-lysine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	4	5	0.383892475429602	0.272452643688831	0.485169108036566	0.000000000231389143437901	0.0223740529590067	0.78685988786195	23.0122799171372	0.0033485160286593	0.652359521576895	0.29194224872092	0.829316320568587	0.31359897023588	0.026	0.553	0.0329177597578738	0.83	0.443842754707612	0.373	0.51	0.000000000000000000000000000832286339977726	0	0.928006351396974	0.33538150980599	0.00000000121203837038901	0.0470253710826769	0.0000000000000000000000000261575706850142	0.971071157456726
HMDB0000715	Kynurenic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	11	6	5	0.15667540251571	0.0554682107231511	0.25469581174011	0.00250946044659195	-0.136316781498006	0.452269984063999	20.1764429805163	0.0276273165071489	0.504372499669211	0.0117365845452989	0.751436089566137	0.162621271308359	0.014	0.304	0.032398725165236	0.48	0.145929432527398	-0.011	0.296	0.068206701845959	0.62	0.0236225185730184	0.877849289661859	0.00356181482742084	0.0466059372722251	0.0937842150381936	0.982800499379551
HMDB0001847	Caffeine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.083155754530331	-0.0368286120785952	0.200776678431482	0.174102959153237	-0.260234153721574	0.42693060248469	15.9363900083373	0.0257039071129276	0.560753721743892	0.0317793650271988	0.800730034051317	-0.0204165080238783	-0.248	0.21	0.863844112473741	0.7	0.147107184652778	0.051	0.241	0.00289730956289315	0	1.70687479999707	0.191391351790801	0.187758093204471	0.87578665780748	0.00544793251142301	0.971071157456726
HMDB0032055	N-Acetylhistidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	11	5	6	0.202164945892249	0.0551411026127615	0.340608178851952	0.00731406007907883	-0.329231544815917	0.739208999724782	55.7843991936175	0.0000000225289938921878	0.820738411732431	0.691442599005556	0.895854978928896	0.252120861502487	0.013	0.464	0.0392650337145679	0.82	0.162065674967745	-0.043	0.354	0.120113706800587	0.85	0.332231782480083	0.564347879469322	0.00940990185612481	0.0553737654949035	0.152653639700372	0.971071157456726
HMDB0004400	5-Acetylamino-6-amino-3-methyluracil	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.198217037564068	0.01675422338552	0.367038487895258	0.0324899863341049	-0.403855071535195	0.805607049544802	21.500481067734	0.000651346976185855	0.767447063893675	0.480568571174289	0.895884490058804	0.121592000527752	-0.188	0.409	0.443037065518038	0.73	0.259158382387777	0.031	0.461	0.0262871845086359	0.8	0.516151438369594	0.472488001989371	0.0384290160941025	0.48491619111427	0.0396108259719172	0.971071157456726
HMDB0001539	Asymmetric dimethylarginine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	12	6	6	0.461036852150447	0.367744784508089	0.545141184356769	0.00000000000000000460254330340343	0.115434842083589	0.881819596036336	37.2744502377835	0.000103643306284309	0.704891690425261	0.467427704735594	0.836474944050886	0.448085654899732	0.349	0.538	0.00000000000000149073702645633	0.37	0.470926188893979	0.311	0.605	0.000000123420829978171	0.82	0.0644957387946663	0.799526373545432	0.0000000000000000460254330340343	0.000000000000046851735117199	0.000000631455409190642	0.971071157456726
HMDB0004620	N-a-Acetyl-L-arginine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.231894201577995	0.108004457956736	0.348691537054353	0.000290859906833105	-0.160466009522065	0.63284679256365	23.3550627760832	0.00293707808686424	0.657461849848145	0.303941648382211	0.831433120460735	0.0933309883159112	-0.033	0.217	0.148319446555118	0.27	0.355207371782527	0.234	0.466	0.0000000460719207864782	0.41	8.75874778883847	0.00308120532969278	0.000496040151188241	0.173565309798542	0.000000247215184707932	0.637400456848152
HMDB0000210	Pantothenic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	12	6	6	0.256824796154266	0.145777072294727	0.361481395529168	0.00000886189737271568	-0.135041659266344	0.660453652704159	39.3822180649119	0.0000456068620167183	0.720686123319179	0.499946843726658	0.843984103034392	0.199487319239535	0.012	0.374	0.0375284763487499	0.75	0.311335338080929	0.186	0.427	0.00000242932205816576	0.63	1.01708229591202	0.313212097891169	0.0000203085148124734	0.0532662244949999	0.00000971728823266305	0.971071157456726
HMDB0000033	Carnosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.309010593900196	0.196651260817296	0.413358982644036	0.00000019013648691661	-0.0273856773656092	0.666288043976615	11.1790587810102	0.0479431103528996	0.552735154367963	0	0.820393466762047	0.260829159926731	0.128	0.384	0.000151537801048215	0.19	0.336495017055413	0.15	0.5	0.000569651515196804	0.71	0.451967144631643	0.501402266097655	0.000000597571816023632	0.000529179622708051	0.00133322695046061	0.971071157456726
HMDB0000194	Anserine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.0394720030065948	-0.0840047150658289	0.161754878520422	0.531471776265627	-0.366578967019064	0.44556401068267	32.4788515532916	0.000164518985267318	0.722896605958105	0.475016425390442	0.853735822027107	-0.067987050161065	-0.223	0.09	0.399943714151514	0.56	0.136438825205689	-0.015	0.281	0.0764414075351729	0.7	3.36145235764949	0.066739184831158	0.538819312343032	0.442148829715242	0.102796925033812	0.971071157456726
HMDB0000101	Deoxyadenosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.196258273811201	0.0647760175643693	0.321042554938716	0.00362644981288032	-0.1998594326495	0.59753531036132	15.9152391502963	0.0142162164450964	0.62300283751072	0.142076850445529	0.834336140015832	0.168337342309615	0	0.328	0.0502509537861282	0.43	0.226356324845585	-0.005	0.434	0.0545877473620957	0.8	0.166555351870827	0.683191497830349	0.00498636849271044	0.0678233732082712	0.0764923848386054	0.971071157456726
HMDB0000235	Thiamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.114556141504773	0.00234936328942059	0.223914164483081	0.0454120609268169	-0.225651389576799	0.455773860544345	19.2592915142414	0.00741273249867928	0.6365390702548	0.220709900230741	0.83048180967478	0.0969559725128297	-0.033	0.223	0.14263349486022	0.34	0.125654872451349	-0.066	0.309	0.19876730468244	0.79	0.0600491569884947	0.806418262761699	0.0528606000206335	0.167804111600259	0.232600037394345	0.971071157456726
HMDB0000195	Inosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.323189640875638	0.246058117352378	0.396253608765073	0.00000000000000519786997912718	0.120887955681138	0.549521425505478	14.8079346554238	0.0963485951204755	0.392217739379105	0	0.710002245992088	0.346212413759848	0.253	0.433	0.00000000000557940740186467	0	0.299351021954856	0.165	0.423	0.0000214342419175547	0.66	0.341063146381141	0.559216195606436	0.0000000000000476471414753325	0.0000000000818313085606818	0.0000683410611864064	0.971071157456726
HMDB0002172	N1,N12-Diacetylspermine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.504766063031268	0.446923660108841	0.558405361585432	0.00000000000000000000000000000000000000000000000549394572386756	0.457535966647539	0.653826507741733	5.61080915034422	0.468166361224482	0	0	0.687838273932393	0.423596182853047	0.304	0.53	0.000000000162464801123933	0	0.535853786184791	0.469	0.596	0.000000000000000000000000000000000000000998781060792999	0	3.03082570007494	0.0816964316246977	0.000000000000000000000000000000000000000000000604334029625432	0.00000000178711281236326	0.0000000000000000000000000000000000000732439444581532	0.971071157456726
HMDB0000269	Sphinganine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.227700740352173	0.0598336691442497	0.383042993777354	0.0082136991021508	-0.355680957141402	0.819207222426106	42.7274045975182	0.000000988590205970363	0.812766535310111	0.654941419759146	0.898404583142636	0.113758405219041	-0.12	0.336	0.340793036421577	0.78	0.362589900844915	0.179	0.522	0.000183208877654155	0.73	2.85682435209266	0.0909869651383913	0.0104451664882843	0.3815107124901	0.000458022194135387	0.971071157456726
HMDB0004610	Phytosphingosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.485426733120014	0.423004514210309	0.543263340680973	0.000000000000000000000000000000000000000896416928423216	0.426822660728651	0.633296762419527	2.97605231664063	0.811846467190294	0	0	0.411475443756832	0.463140794037843	0.361	0.554	0.00000000000000119314305709648	0	0.500632962188021	0.42	0.574	0.0000000000000000000000000771929536799341	0	0.35820874921941	0.549502737144079	0.0000000000000000000000000000000000000493029310632769	0.0000000000000437485787602042	0.00000000000000000000000188693886773172	0.971071157456726
HMDB0000054	Bilirubin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.218183904924745	0.0943739898771388	0.335347469427302	0.0006269054562778	-0.146282723858356	0.58977960964557	14.3342144004385	0.0261176492596331	0.581421078798958	0.0326640910794882	0.818875416845271	0.245319853667274	0.127	0.357	0.0000636117825039572	0	0.197997056358306	-0.06	0.431	0.131124153395241	0.84	0.114799350241149	0.73474493587146	0.00101411176750821	0.000245519160541589	0.163697868382846	0.971071157456726
HMDB0004160	Urobilin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	5	3	0.674093827879653	0.591609671165615	0.742612461741664	0.000000000000000000000000000000346470250076267	0.391652644156836	1.24476513107106	21.4140282164708	0.00320333872695877	0.673111479575997	0.310929781987177	0.844927117742585	0.651828211216684	0.548	0.736	0.00000000000000000000801575076818772	0.49	0.698023543722538	0.545	0.806	0.0000000000175310766794121	0.83	0.308485131970134	0.578611259910911	0.00000000000000000000000000000846927277964208	0.000000000000000000587821723000433	0.000000000175310766794121	0.971071157456726
HMDB0000718	Isovaleric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	13	7	6	0.254300430745137	0.1603102949385	0.343720436104528	0.000000217019356740236	-0.0616808229450534	0.581691296479449	31.5734562958348	0.00160962531613045	0.619933912601674	0.306223506582355	0.791791402330902	0.226101692866108	0.093	0.351	0.000989209659091697	0.58	0.283360465201631	0.141	0.414	0.000131870748668551	0.68	0.351085208624987	0.553499461748402	0.000000665166824875841	0.00256030735294322	0.000345375770322395	0.971071157456726
HMDB0003334	Symmetric dimethylarginine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.411407428706549	0.305214975035393	0.50749364073772	0.00000000000217333896908936	0.0329415611029792	0.841666886066474	33.0639989354419	0.000130168539648298	0.727800620319016	0.485744382373506	0.855922813948673	0.427548733776066	0.277	0.558	0.00000022529241665338	0.7	0.387699513647093	0.213	0.538	0.0000315061063962227	0.79	0.130968810134927	0.717429650761736	0.0000000000164873990758503	0.00000151488630299968	0.0000990191915309855	0.971071157456726
HMDB0000946	Ursodeoxycholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.28784856249672	0.118195114200052	0.441173981891637	0.00107001033650873	-0.27955389566671	0.871991637798555	26.2315890839953	0.000201575431943763	0.771268146173394	0.522332877649112	0.8904712957897	0.224288203873743	-0.076	0.487	0.141668913121607	0.82	0.341145594721917	0.106	0.54	0.00508996736688892	0.79	0.402620776448978	0.52573887323912	0.00160137601382259	0.167565381111578	0.00903058726383518	0.971071157456726
HMDB0000892	Valeric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	12	6	6	0.301690824084956	0.20994372808161	0.388171129552075	0.000000000527864853207625	0.000651772813252294	0.622105609328257	27.6919037957866	0.00360811800880579	0.602771984146729	0.252052450225307	0.78903588008777	0.24333756488791	0.149	0.333	0.000000700994156400673	0.09	0.351902790586881	0.216	0.474	0.00000107020278168458	0.69	1.73890585103892	0.187277522375813	0.00000000247085675969526	0.00000416807336238238	0.00000470889223941214	0.971071157456726
HMDB0000729	alpha-Hydroxyisobutyric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.12531587955035	-0.071016110180374	0.312300131688829	0.210337257862683	-0.552264561045394	0.80422080211546	43.4580124638777	0.000000094663650759035	0.861935701615733	0.736554614169996	0.927644394194704	0.079523857651329	-0.173	0.322	0.539131819323259	0.84	0.182113192202228	-0.177	0.498	0.3200466301505	0.91	0.213425933771978	0.64409534206088	0.224632022960147	0.56750717823501	0.357412480371116	0.971071157456726
HMDB0003355	5-Aminopentanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.321433945748129	0.0758684255130359	0.530238169951584	0.0111120810749066	-0.588377470980514	1.2548683915839	90.9081322723322	0.0000000000000000805216893055542	0.922999188026103	0.871936526180315	0.953701669431616	0.415185147650412	0.091	0.66	0.0136133495046926	0.91	0.212679106614442	-0.224	0.578	0.340089017768349	0.94	0.612345235336017	0.433906151621099	0.0138901013436333	0.0237693404050189	0.375977808588124	0.971071157456726
HMDB0002322	Cadaverine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.320970516019071	0.177279565996301	0.451262801944491	0.0000216756675870422	-0.171575830557229	0.837033266121665	32.7511894893954	0.0000682802994990175	0.755734062648615	0.52995132385502	0.873064533146886	0.301298022605876	0.121	0.462	0.00125325784754208	0.69	0.338896361343428	0.074	0.559	0.01306922621406	0.83	0.0595085188978788	0.807274439290957	0.0000454156844680885	0.00306351918288064	0.0212979982747644	0.971071157456726
HMDB0002199	Desaminotyrosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.229961283337057	0.0981441117883737	0.353848354393652	0.000719069027017891	-0.187144517250851	0.655441693196053	14.7953252711438	0.0112736342865194	0.662055418967246	0.192116077327113	0.858634963954288	0.203547047094045	0.037	0.359	0.0172134390810478	0.52	0.24410551639028	0.024	0.441	0.0298398017344477	0.76	0.0882561484027277	0.766405918833842	0.00113809486290601	0.0280515303543001	0.0443564620376925	0.971071157456726
HMDB0000661	Glutaric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.26813772780902	0.0759081453738087	0.441150132678108	0.00673286288179458	-0.410057292704367	0.959769696435129	32.1675633349559	0.00000550414572150213	0.844563918381515	0.678532252603617	0.924843547557766	0.206445681830718	-0.223	0.569	0.346703324984281	0.93	0.315201975490238	0.223	0.401	0.000000000110108346211075	0	0.262078428474737	0.608695828944555	0.00876467357393377	0.385225916649201	0.000000000968953446657461	0.971071157456726
HMDB0000123	Glycine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	13	7	6	0.212623083345808	0.088047776655256	0.330649851635559	0.000914870754724499	-0.239788675546099	0.671622743071409	48.2073174959039	0.00000287637567301744	0.751075134993362	0.571738749596316	0.855313577027655	0.207161580596218	0.038	0.365	0.0169454634760022	0.71	0.216243232038616	0.012	0.403	0.0382467550166532	0.81	0.0047600818312054	0.944994915778072	0.00138807976578889	0.0278209101844812	0.0546382214523618	0.989421412154653
HMDB0000215	N-Acetyl-D-glucosamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	0.0624243765599057	-0.0470304425412919	0.170397932684558	0.263533259621457	-0.251122550725569	0.376133854394552	15.955746700861	0.0255237547360034	0.561286592772103	0.033110115061732	0.800939634719833	0.113037943404429	0	0.223	0.0491332825377018	0.19	-0.00724082865933715	-0.211	0.198	0.945445094558827	0.74	1.00391674729319	0.316364622081591	0.277403431180481	0.0667242108536691	0.949762195447223	0.971071157456726
HMDB0000092	Dimethylglycine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.0810670260507211	0.0143322680851258	0.147082769942146	0.0173216452337752	0.000518375821267361	0.161972257625785	5.8863610970901	0.659959516682318	0	0	0.521582632289285	0.101677724953613	0.003	0.198	0.0436414073496149	0	0.0637562951801076	-0.027	0.153	0.167692402838022	0	0.310346512122929	0.577467629482776	0.0212891729130198	0.0603843372133037	0.203825020024115	0.971071157456726
HMDB0000273	Thymidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.127147594051236	0.0337769078719412	0.218317985243352	0.00771875076610695	-0.125889175599009	0.381568166759436	14.9802386199224	0.0595308483743244	0.465963112939955	0	0.752266820249113	0.171331075010827	0.071	0.268	0.000868299877404899	0.18	0.0596035817497723	-0.113	0.228	0.498484114391374	0.62	1.22714188257852	0.267963594743634	0.00987282074734609	0.00232958503693997	0.532361675563603	0.971071157456726
HMDB0000306	Tyramine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.279100959635073	0.178442567838712	0.373978077797836	0.000000125938556999361	-0.0267787270572641	0.600192361657636	19.0884496974219	0.0143937081014236	0.580898390031094	0.1222745390311	0.799884853192435	0.224134678105976	0.089	0.351	0.00124663602239701	0.55	0.363053739857239	0.247	0.469	0.00000000589458446401022	0.35	2.50754613534522	0.113302233559111	0.000000413529590147156	0.00306351918288064	0.0000000350488805968175	0.971071157456726
HMDB0000666	Heptanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.349001120943023	0.193448857173807	0.487437798800617	0.0000223163657636266	-0.159385532626138	0.887997299448825	15.1089158644022	0.00990695511906574	0.669069571577905	0.211689560879538	0.861076369129628	0.419103211774114	0.167	0.62	0.00164355950346476	0.71	0.282706031644756	0.111	0.438	0.00144293406714251	0.46	0.855294051160037	0.355058977619992	0.0000463169855471495	0.00384662862513029	0.00299096773182672	0.971071157456726
HMDB0000197	Indoleacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.0840002927448771	-0.0198859035563665	0.186092026146035	0.112861229208165	-0.194365690001077	0.36276309697688	16.4831940995324	0.0574516079006283	0.453989321144054	0	0.737599792312335	0.0970328687650654	-0.099	0.286	0.331945477386259	0.65	0.0775635484048129	-0.038	0.191	0.187073878361893	0.21	0.0284364644405087	0.866086777997372	0.125426306421825	0.374502589871676	0.221270178707616	0.982800499379551
HMDB0000638	Dodecanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	8	4	4	-0.00296758595399474	-0.127493444525406	0.121650376368421	0.962953180253734	-0.382283744727046	0.376348555396136	20.1850312351538	0.00518358391069999	0.653208364235327	0.261953364360554	0.83705035314992	-0.0429764205671061	-0.166	0.082	0.499325293057347	0.2	0.0194793559222858	-0.181	0.219	0.850606324724843	0.77	0.264677965909271	0.606924390901142	0.962953180253734	0.530683886341141	0.862365859168044	0.971071157456726
HMDB0000036	Taurocholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.494354458060638	0.414500633065573	0.566653895107149	0.0000000000000000000000000578896799393637	0.318717129665883	0.764896548463401	6.60820385890181	0.251446651838791	0.243364746796578	0	0.679874293282988	0.464948485406929	0.309	0.597	0.0000000873926609537483	0.42	0.519217650375461	0.424	0.603	0.000000000000000000036058277503943	0.14	0.402224692606917	0.525942563830389	0.000000000000000000000000979671506666155	0.000000640879513660821	0.000000000000000000610217003912882	0.971071157456726
HMDB0002203	3-Hydroxycapric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.0392701938146773	-0.0999951998978071	0.177026487714049	0.581257382970163	-0.371654589497368	0.4502353881623	15.1292079674903	0.0192752255989406	0.603416119806613	0.0905604708454181	0.827059668084309	-0.0195698017107866	-0.178	0.139	0.810440051113342	0.44	0.106676849368981	-0.138	0.339	0.392951345271774	0.71	0.717075635269192	0.397104832298258	0.586590019511174	0.82928749416249	0.42796681168213	0.971071157456726
HMDB0000448	Adipic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.288443511918121	0.115473420404159	0.444435495146018	0.00129615851137454	-0.350234460000177	0.943969841618288	64.7768047242853	0.000000000159436888653451	0.861061377783183	0.763264711468891	0.918457696512911	0.326487704128292	0.007	0.585	0.0452490845082211	0.91	0.253155159963855	0.048	0.438	0.0160569508233309	0.8	0.159652823784661	0.689476354706775	0.00191379109062012	0.0622174911988041	0.0255025731050768	0.971071157456726
HMDB0000152	Gentisic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.344454547944044	0.21831080604882	0.45927677212529	0.000000292302754619002	-0.0683562342104987	0.786632263109786	20.0412627228012	0.00272294703792492	0.700617666511915	0.344189597071088	0.86332973492876	0.371865856378162	0.153	0.556	0.00120303604215147	0.76	0.318816450370664	0.147	0.472	0.000378742807526534	0.7	0.156603270231269	0.692303254601006	0.000000869008189407845	0.00303799986523988	0.000915641952261951	0.971071157456726
HMDB0002302	Indole-3-propionic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.290322087766401	0.145121551082355	0.42328107029091	0.00012550981024382	-0.186919581858711	0.784755506122479	26.8170955543354	0.000760270334279544	0.701682831990853	0.406981067734125	0.849932054632789	0.391310272690854	0.205	0.55	0.0000768762554182746	0.66	0.167310707938243	-0.051	0.37	0.1317047054421	0.7	2.54460635336977	0.110671490849311	0.000234001341132546	0.000286657223593566	0.163697868382846	0.971071157456726
HMDB0000355	3-Hydroxymethylglutaric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.221423874156029	0.118720853405918	0.319439150337645	0.0000306934287957234	-0.0557251418526433	0.506030937222664	8.88059340509241	0.113922721571334	0.436974561054349	0	0.777209356385733	0.15238725034021	0.029	0.272	0.0160022760390411	0	0.275287250720576	0.097	0.437	0.00281347737120796	0.71	1.27873445672303	0.258134474302912	0.0000619500397711849	0.0269705917153055	0.00533590535918751	0.971071157456726
HMDB0000510	Aminoadipic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	10	5	5	0.14074588084911	0.0356356596720388	0.242776251969057	0.0088205366121017	-0.175479603849546	0.458852503126377	21.6996212462827	0.00988129954319016	0.585246217072026	0.164919649851289	0.79400700732279	0.19199255479264	0.051	0.326	0.00792727460733269	0.51	0.0869951647258118	-0.075	0.245	0.293182087193455	0.66	0.938311896204812	0.332712357200215	0.0111524026130022	0.0146554656606151	0.330769534269539	0.971071157456726
HMDB0000126	Glycerol 3-phosphate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	4	3	0.251955491476133	0.0749981587503601	0.413528614905715	0.00564808774675832	-0.355478682780826	0.870478204291389	35.7494673729678	0.00000308354868373217	0.832165331656467	0.668487737476103	0.915030365140857	0.14494037460987	-0.154	0.419	0.341625501638862	0.85	0.360101394796816	0.203	0.499	0.0000149738443430996	0.66	1.71381278536475	0.190491427452165	0.0075767030749197	0.3815107124901	0.0000499128144769986	0.971071157456726
HMDB0001008	Biliverdin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.189694165228388	0.100100433635554	0.276236451038888	0.0000396679339142987	0.0622851396024755	0.321754659266601	4.03146513550843	0.544894696746006	0	0	0.685283579232142	0.110618190289681	-0.025	0.242	0.109174724868771	0	0.253704261757097	0.135	0.366	0.0000411426523197607	0	2.49684874989989	0.114074350054741	0.000077229605850847	0.131969447643569	0.000123991554936265	0.971071157456726
HMDB0010169	N-Palmitoylsphingomyelin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	6	3	3	0.157175556471673	-0.0331380046166365	0.336489861759171	0.105033517861814	-0.465606094407557	0.782584860020656	19.8943432921855	0.00130808451533783	0.748672277010319	0.430345167089841	0.889115968663888	0.177289066217016	0.032	0.315	0.0167341752451144	0.11	0.126201477238249	-0.252	0.471	0.517183759629008	0.88	0.062200550674467	0.803051089483853	0.117894764946935	0.0278209101844812	0.547021284222989	0.971071157456726
HMDB0003357	N2-Acetylornithine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	9	5	4	0.189501337281214	0.100498995079713	0.275494886234185	0.0000359126301109479	-0.0367678879735761	0.420407650725658	13.1543269241188	0.106648871494282	0.391835093794742	0	0.720070980505306	0.230656607854519	0.133	0.324	0.00000510076169501354	0	0.141567004061017	-0.037	0.312	0.120735151399385	0.7	0.769236004256371	0.380453504325445	0.0000711781858054823	0.0000255038084750677	0.152653639700372	0.971071157456726
HMDB0000812	N-Acetyl-L-aspartic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	7	3	4	0.310804018144768	0.216696481387009	0.399188393143702	0.000000000489727814480613	0.0655000022316857	0.577370305523389	10.1662314297835	0.117823955811079	0.409810799464774	0	0.751911268006316	0.369972159539813	0.19	0.526	0.000101674603803538	0.52	0.277426654846424	0.175	0.374	0.000000241297315180691	0.23	0.822131131024043	0.364557809177375	0.00000000244863907240306	0.000372806880612973	0.0000011796757631056	0.971071157456726
